日期,代號,名稱,權重,張數
2026-04-10,3037,欣興電子,6.74,3200
2026-04-10,2330,台灣積體,19.8,3000
2026-04-10,3189,景碩科技,2.89,2300
2026-04-10,3036,文曄科技,1.49,2000
2026-04-10,8046,南亞電路,3.3,1500
2026-04-10,8299,群聯電子,7.56,1380
2026-04-10,2308,台達電子,6.58,1150
2026-04-10,2368,金像電子,3.6,1000
2026-04-10,2383,台光電子,9.03,800
2026-04-10,2345,智邦科技,4.24,700
2026-04-10,3017,奇鋐科技,4.11,550
2026-04-10,2360,致茂電子,2.71,460
2026-04-10,6442,光紅建聖,2.92,380
2026-04-10,3665,貿聯-KY,2.69,370
2026-04-10,7769,鴻勁精密,4.51,325
2026-04-10,6223,旺矽科技,4.35,285
2026-04-10,3653,健策精密,2.59,190
2026-04-10,5274,信驊科技,3.74,90
2026-04-10,3711,日月光投,0.01,9
2026-04-10,2603,長榮海運,0.01,9
2026-04-10,2382,廣達電腦,0.01,9
2026-04-10,2313,華通電腦,0.01,9
2026-04-10,2317,鴻海精密,0.01,9
2026-04-10,2327,國巨股份,0.01,9
2026-04-10,2337,旺宏電子,0.0,9
2026-04-10,2344,華邦電子,0.0,9
2026-04-10,2881,富邦金融,0.0,9
2026-04-10,2882,國泰金融,0.0,9
2026-04-10,2890,永豐金融,0.0,9
2026-04-10,2891,中國信託,0.0,9
2026-04-10,3231,緯創資通,0.0,9
2026-04-10,5347,世界先進,0.0,9
2026-04-10,6515,穎崴科技,0.03,1
2026-04-10,6510,中華精測,0.01,1
2026-04-10,2059,川湖科技,0.01,1
2026-04-10,2454,聯發科技,0.01,1
2026-04-10,1303,南亞塑膠,0.0,1
2026-04-10,1519,華城電機,0.0,1
2026-04-10,1590,亞德客-KY,0.0,1
2026-04-10,2412,中華電信,0.0,1
2026-04-10,2404,漢唐集成,0.0,1
2026-04-10,2645,長榮航太,0.0,1
2026-04-10,3044,健鼎科技,0.0,1
2026-04-10,3045,台灣大哥,0.0,1
2026-04-10,6505,台塑石化,0.0,1
2026-04-10,6274,台燿科技,0.0,1
2026-04-10,8210,勤誠興業,0.0,1
2026-04-13,2408,南亞科技,6.39,8500
2026-04-13,3037,欣興電子,6.68,3200
2026-04-13,2330,台灣積體,19.91,3000
2026-04-13,3189,景碩科技,2.81,2300
2026-04-13,8046,南亞電路,3.28,1500
2026-04-13,8299,群聯電子,7.91,1380
2026-04-13,2308,台達電子,6.67,1150
2026-04-13,2368,金像電子,3.52,1000
2026-04-13,2383,台光電子,8.87,800
2026-04-13,2345,智邦科技,4.25,700
2026-04-13,3036,文曄科技,0.53,700
2026-04-13,3017,奇鋐科技,4.04,550
2026-04-13,2360,致茂電子,2.88,460
2026-04-13,6442,光紅建聖,2.83,380
2026-04-13,3665,貿聯-KY,2.75,370
2026-04-13,7769,鴻勁精密,4.44,325
2026-04-13,6223,旺矽科技,4.32,285
2026-04-13,3653,健策精密,2.7,200
2026-04-13,5274,信驊科技,3.66,90
2026-04-13,3711,日月光投,0.01,9
2026-04-13,2603,長榮海運,0.01,9
2026-04-13,2382,廣達電腦,0.01,9
2026-04-13,2313,華通電腦,0.01,9
2026-04-13,2317,鴻海精密,0.01,9
2026-04-13,2327,國巨股份,0.01,9
2026-04-13,2337,旺宏電子,0.0,9
2026-04-13,2344,華邦電子,0.0,9
2026-04-13,2881,富邦金融,0.0,9
2026-04-13,2882,國泰金融,0.0,9
2026-04-13,2890,永豐金融,0.0,9
2026-04-13,2891,中國信託,0.0,9
2026-04-13,3231,緯創資通,0.0,9
2026-04-13,5347,世界先進,0.0,9
2026-04-13,6515,穎崴科技,0.03,1
2026-04-13,6510,中華精測,0.01,1
2026-04-13,2059,川湖科技,0.01,1
2026-04-13,2454,聯發科技,0.01,1
2026-04-13,1303,南亞塑膠,0.0,1
2026-04-13,1519,華城電機,0.0,1
2026-04-13,1590,亞德客-KY,0.0,1
2026-04-13,2412,中華電信,0.0,1
2026-04-13,2404,漢唐集成,0.0,1
2026-04-13,2645,長榮航太,0.0,1
2026-04-13,3044,健鼎科技,0.0,1
2026-04-13,3045,台灣大哥,0.0,1
2026-04-13,6505,台塑石化,0.0,1
2026-04-13,6274,台燿科技,0.0,1
2026-04-13,8210,勤誠興業,0.0,1
2026-04-14,2408,南亞科技,6.12,8500
2026-04-14,3037,欣興電子,6.25,3200
2026-04-14,2330,台灣積體,20.18,3000
2026-04-14,3189,景碩科技,2.79,2300
2026-04-14,8046,南亞電路,3.49,1650
2026-04-14,8299,群聯電子,7.95,1380
2026-04-14,2308,台達電子,6.59,1150
2026-04-14,2368,金像電子,3.76,1000
2026-04-14,2383,台光電子,9.44,800
2026-04-14,2345,智邦科技,4.33,700
2026-04-14,3017,奇鋐科技,4.16,550
2026-04-14,2360,致茂電子,2.77,460
2026-04-14,6442,光紅建聖,2.58,380
2026-04-14,3665,貿聯-KY,2.78,370
2026-04-14,7769,鴻勁精密,4.45,325
2026-04-14,6223,旺矽科技,4.25,285
2026-04-14,3653,健策精密,2.62,200
2026-04-14,5274,信驊科技,4.26,100
2026-04-14,3711,日月光投,0.01,9
2026-04-14,3036,文曄科技,0.01,9
2026-04-14,2603,長榮海運,0.01,9
2026-04-14,2382,廣達電腦,0.01,9
2026-04-14,2313,華通電腦,0.01,9
2026-04-14,2317,鴻海精密,0.01,9
2026-04-14,2327,國巨股份,0.01,9
2026-04-14,2337,旺宏電子,0.01,9
2026-04-14,2344,華邦電子,0.0,9
2026-04-14,2881,富邦金融,0.0,9
2026-04-14,2882,國泰金融,0.0,9
2026-04-14,2890,永豐金融,0.0,9
2026-04-14,2891,中國信託,0.0,9
2026-04-14,3231,緯創資通,0.0,9
2026-04-14,5347,世界先進,0.0,9
2026-04-14,6515,穎崴科技,0.03,1
2026-04-14,6510,中華精測,0.01,1
2026-04-14,2059,川湖科技,0.01,1
2026-04-14,2454,聯發科技,0.01,1
2026-04-14,1303,南亞塑膠,0.0,1
2026-04-14,1519,華城電機,0.0,1
2026-04-14,1590,亞德客-KY,0.0,1
2026-04-14,2412,中華電信,0.0,1
2026-04-14,2404,漢唐集成,0.0,1
2026-04-14,2645,長榮航太,0.0,1
2026-04-14,3044,健鼎科技,0.0,1
2026-04-14,3045,台灣大哥,0.0,1
2026-04-14,6505,台塑石化,0.0,1
2026-04-14,6274,台燿科技,0.0,1
2026-04-14,8210,勤誠興業,0.0,1
2026-04-15,2408,南亞科技,4.64,6700
2026-04-15,3037,欣興電子,6.48,3200
2026-04-15,2330,台灣積體,20.44,3000
2026-04-15,3189,景碩科技,2.89,2300
2026-04-15,8046,南亞電路,3.55,1650
2026-04-15,8299,群聯電子,7.37,1380
2026-04-15,2308,台達電子,6.72,1150
2026-04-15,2368,金像電子,3.82,1000
2026-04-15,2383,台光電子,9.98,800
2026-04-15,2345,智邦科技,4.52,700
2026-04-15,3017,奇鋐科技,4.19,550
2026-04-15,2360,致茂電子,3.04,460
2026-04-15,6442,光紅建聖,2.6,380
2026-04-15,3665,貿聯-KY,2.85,370
2026-04-15,7769,鴻勁精密,4.33,310
2026-04-15,6223,旺矽科技,4.07,270
2026-04-15,3653,健策精密,2.72,200
2026-04-15,5274,信驊科技,4.54,100
2026-04-15,3711,日月光投,0.01,9
2026-04-15,3036,文曄科技,0.01,9
2026-04-15,2603,長榮海運,0.01,9
2026-04-15,2382,廣達電腦,0.01,9
2026-04-15,2313,華通電腦,0.01,9
2026-04-15,2317,鴻海精密,0.01,9
2026-04-15,2327,國巨股份,0.01,9
2026-04-15,2337,旺宏電子,0.0,9
2026-04-15,2344,華邦電子,0.0,9
2026-04-15,2881,富邦金融,0.0,9
2026-04-15,2882,國泰金融,0.0,9
2026-04-15,2890,永豐金融,0.0,9
2026-04-15,2891,中國信託,0.0,9
2026-04-15,3231,緯創資通,0.0,9
2026-04-15,5347,世界先進,0.0,9
2026-04-15,6515,穎崴科技,0.03,1
2026-04-15,6510,中華精測,0.01,1
2026-04-15,2059,川湖科技,0.01,1
2026-04-15,2454,聯發科技,0.01,1
2026-04-15,1303,南亞塑膠,0.0,1
2026-04-15,1519,華城電機,0.0,1
2026-04-15,1590,亞德客-KY,0.0,1
2026-04-15,2412,中華電信,0.0,1
2026-04-15,2404,漢唐集成,0.0,1
2026-04-15,2645,長榮航太,0.0,1
2026-04-15,3044,健鼎科技,0.0,1
2026-04-15,3045,台灣大哥,0.0,1
2026-04-15,6505,台塑石化,0.0,1
2026-04-15,6274,台燿科技,0.0,1
2026-04-15,8210,勤誠興業,0.0,1
2026-04-16,2408,南亞科技,4.49,6500
2026-04-16,3037,欣興電子,6.67,3200
2026-04-16,2330,台灣積體,20.22,3000
2026-04-16,3189,景碩科技,2.8,2200
2026-04-16,8046,南亞電路,3.85,1650
2026-04-16,8299,群聯電子,6.92,1350
2026-04-16,2308,台達電子,6.74,1130
2026-04-16,2368,金像電子,3.77,1000
2026-04-16,2383,台光電子,9.67,780
2026-04-16,2345,智邦科技,4.61,700
2026-04-16,3017,奇鋐科技,4.34,550
2026-04-16,2360,致茂電子,3.05,460
2026-04-16,6442,光紅建聖,2.55,380
2026-04-16,3665,貿聯-KY,2.87,370
2026-04-16,7769,鴻勁精密,4.17,300
2026-04-16,6223,旺矽科技,4.29,270
2026-04-16,3653,健策精密,2.83,200
2026-04-16,5274,信驊科技,4.68,100
2026-04-16,3711,日月光投,0.01,9
2026-04-16,3036,文曄科技,0.01,9
2026-04-16,2603,長榮海運,0.01,9
2026-04-16,2382,廣達電腦,0.01,9
2026-04-16,2313,華通電腦,0.01,9
2026-04-16,2317,鴻海精密,0.01,9
2026-04-16,2327,國巨股份,0.01,9
2026-04-16,2337,旺宏電子,0.0,9
2026-04-16,2344,華邦電子,0.0,9
2026-04-16,2881,富邦金融,0.0,9
2026-04-16,2882,國泰金融,0.0,9
2026-04-16,2890,永豐金融,0.0,9
2026-04-16,2891,中國信託,0.0,9
2026-04-16,3231,緯創資通,0.0,9
2026-04-16,5347,世界先進,0.0,9
2026-04-16,6515,穎崴科技,0.03,1
2026-04-16,6510,中華精測,0.01,1
2026-04-16,2059,川湖科技,0.01,1
2026-04-16,2454,聯發科技,0.01,1
2026-04-16,1303,南亞塑膠,0.0,1
2026-04-16,1519,華城電機,0.0,1
2026-04-16,1590,亞德客-KY,0.0,1
2026-04-16,2412,中華電信,0.0,1
2026-04-16,2404,漢唐集成,0.0,1
2026-04-16,2645,長榮航太,0.0,1
2026-04-16,3044,健鼎科技,0.0,1
2026-04-16,3045,台灣大哥,0.0,1
2026-04-16,6505,台塑石化,0.0,1
2026-04-16,6274,台燿科技,0.0,1
2026-04-16,8210,勤誠興業,0.0,1
2026-04-17,2408,南亞科技,4.25,6200
2026-04-17,3037,欣興電子,6.72,3200
2026-04-17,2330,台灣積體,16.57,2500
2026-04-17,3189,景碩科技,2.81,2200
2026-04-17,8046,南亞電路,3.9,1650
2026-04-17,8299,群聯電子,6.66,1300
2026-04-17,2308,台達電子,6.79,1130
2026-04-17,2368,金像電子,3.84,1000
2026-04-17,2383,台光電子,9.68,780
2026-04-17,2345,智邦科技,4.73,700
2026-04-17,3017,奇鋐科技,4.31,550
2026-04-17,2454,聯發科技,2.95,470
2026-04-17,2360,致茂電子,3.39,460
2026-04-17,6442,光紅建聖,2.67,380
2026-04-17,3665,貿聯-KY,2.86,370
2026-04-17,7769,鴻勁精密,4.41,300
2026-04-17,6223,旺矽科技,4.58,270
2026-04-17,3653,健策精密,2.98,200
2026-04-17,5274,信驊科技,4.51,100
2026-04-17,3711,日月光投,0.01,9
2026-04-17,3036,文曄科技,0.01,9
2026-04-17,2603,長榮海運,0.01,9
2026-04-17,2382,廣達電腦,0.01,9
2026-04-17,2313,華通電腦,0.01,9
2026-04-17,2317,鴻海精密,0.01,9
2026-04-17,2327,國巨股份,0.01,9
2026-04-17,2337,旺宏電子,0.0,9
2026-04-17,2344,華邦電子,0.0,9
2026-04-17,2881,富邦金融,0.0,9
2026-04-17,2882,國泰金融,0.0,9
2026-04-17,2890,永豐金融,0.0,9
2026-04-17,2891,中國信託,0.0,9
2026-04-17,3231,緯創資通,0.0,9
2026-04-17,5347,世界先進,0.0,9
2026-04-17,6515,穎崴科技,0.03,1
2026-04-17,6510,中華精測,0.01,1
2026-04-17,2059,川湖科技,0.01,1
2026-04-17,1303,南亞塑膠,0.0,1
2026-04-17,1519,華城電機,0.0,1
2026-04-17,1590,亞德客-KY,0.0,1
2026-04-17,2412,中華電信,0.0,1
2026-04-17,2404,漢唐集成,0.0,1
2026-04-17,2645,長榮航太,0.0,1
2026-04-17,3044,健鼎科技,0.0,1
2026-04-17,3045,台灣大哥,0.0,1
2026-04-17,6505,台塑石化,0.0,1
2026-04-17,6274,台燿科技,0.0,1
2026-04-17,8210,勤誠興業,0.0,1
2026-04-19,2408,南亞科技,4.25,6200
2026-04-19,3037,欣興電子,6.72,3200
2026-04-19,2330,台灣積體,16.57,2500
2026-04-19,3189,景碩科技,2.81,2200
2026-04-19,8046,南亞電路,3.9,1650
2026-04-19,8299,群聯電子,6.66,1300
2026-04-19,2308,台達電子,6.79,1130
2026-04-19,2368,金像電子,3.84,1000
2026-04-19,2383,台光電子,9.68,780
2026-04-19,2345,智邦科技,4.73,700
2026-04-19,3017,奇鋐科技,4.31,550
2026-04-19,2454,聯發科技,2.95,470
2026-04-19,2360,致茂電子,3.39,460
2026-04-19,6442,光紅建聖,2.67,380
2026-04-19,3665,貿聯-KY,2.86,370
2026-04-19,7769,鴻勁精密,4.41,300
2026-04-19,6223,旺矽科技,4.58,270
2026-04-19,3653,健策精密,2.98,200
2026-04-19,5274,信驊科技,4.51,100
2026-04-19,3711,日月光投,0.01,9
2026-04-19,3036,文曄科技,0.01,9
2026-04-19,2603,長榮海運,0.01,9
2026-04-19,2382,廣達電腦,0.01,9
2026-04-19,2313,華通電腦,0.01,9
2026-04-19,2317,鴻海精密,0.01,9
2026-04-19,2327,國巨股份,0.01,9
2026-04-19,2337,旺宏電子,0.0,9
2026-04-19,2344,華邦電子,0.0,9
2026-04-19,2881,富邦金融,0.0,9
2026-04-19,2882,國泰金融,0.0,9
2026-04-19,2890,永豐金融,0.0,9
2026-04-19,2891,中國信託,0.0,9
2026-04-19,3231,緯創資通,0.0,9
2026-04-19,5347,世界先進,0.0,9
2026-04-19,6515,穎崴科技,0.03,1
2026-04-19,6510,中華精測,0.01,1
2026-04-19,2059,川湖科技,0.01,1
2026-04-19,1303,南亞塑膠,0.0,1
2026-04-19,1519,華城電機,0.0,1
2026-04-19,1590,亞德客-KY,0.0,1
2026-04-19,2412,中華電信,0.0,1
2026-04-19,2404,漢唐集成,0.0,1
2026-04-19,2645,長榮航太,0.0,1
2026-04-19,3044,健鼎科技,0.0,1
2026-04-19,3045,台灣大哥,0.0,1
2026-04-19,6505,台塑石化,0.0,1
2026-04-19,6274,台燿科技,0.0,1
2026-04-19,8210,勤誠興業,0.0,1
2026-04-20,2408,南亞科技,4.13,6200
2026-04-20,3037,欣興電子,6.99,3200
2026-04-20,2330,台灣積體,16.3,2500
2026-04-20,3189,景碩科技,3.05,2200
2026-04-20,8046,南亞電路,4.23,1650
2026-04-20,8299,群聯電子,6.84,1300
2026-04-20,2308,台達電子,6.73,1100
2026-04-20,2368,金像電子,3.9,1000
2026-04-20,2383,台光電子,9.55,770
2026-04-20,2345,智邦科技,4.52,700
2026-04-20,3017,奇鋐科技,4.41,550
2026-04-20,2454,聯發科技,2.88,470
2026-04-20,2360,致茂電子,3.04,460
2026-04-20,6442,光紅建聖,2.9,380
2026-04-20,3665,貿聯-KY,2.93,370
2026-04-20,7769,鴻勁精密,4.29,300
2026-04-20,6223,旺矽科技,4.3,260
2026-04-20,3653,健策精密,3.23,200
2026-04-20,5274,信驊科技,4.65,100
2026-04-20,3711,日月光投,0.01,9
2026-04-20,2603,長榮海運,0.01,9
2026-04-20,2382,廣達電腦,0.01,9
2026-04-20,2313,華通電腦,0.01,9
2026-04-20,2317,鴻海精密,0.01,9
2026-04-20,2327,國巨股份,0.01,9
2026-04-20,2337,旺宏電子,0.0,9
2026-04-20,2344,華邦電子,0.0,9
2026-04-20,3231,緯創資通,0.0,9
2026-04-20,2881,富邦金融,0.0,9
2026-04-20,2882,國泰金融,0.0,9
2026-04-20,2890,永豐金融,0.0,9
2026-04-20,2891,中國信託,0.0,9
2026-04-20,5347,世界先進,0.0,9
2026-04-20,6515,穎崴科技,0.04,1
2026-04-20,6510,中華精測,0.01,1
2026-04-20,2059,川湖科技,0.01,1
2026-04-20,1303,南亞塑膠,0.0,1
2026-04-20,1519,華城電機,0.0,1
2026-04-20,1590,亞德客-KY,0.0,1
2026-04-20,2412,中華電信,0.0,1
2026-04-20,2404,漢唐集成,0.0,1
2026-04-20,3036,文曄科技,0.0,1
2026-04-20,3044,健鼎科技,0.0,1
2026-04-20,3045,台灣大哥,0.0,1
2026-04-20,2645,長榮航太,0.0,1
2026-04-20,6505,台塑石化,0.0,1
2026-04-20,6274,台燿科技,0.0,1
2026-04-20,8210,勤誠興業,0.0,1
2026-04-21,2408,南亞科技,4.25,6200
2026-04-21,3037,欣興電子,7.08,3200
2026-04-21,2330,台灣積體,15.01,2350
2026-04-21,3189,景碩科技,3.25,2200
2026-04-21,8046,南亞電路,4.06,1650
2026-04-21,8299,群聯電子,7.15,1300
2026-04-21,2308,台達電子,6.9,1100
2026-04-21,2368,金像電子,3.82,1000
2026-04-21,2383,台光電子,9.47,770
2026-04-21,2345,智邦科技,4.78,700
2026-04-21,3017,奇鋐科技,4.4,550
2026-04-21,2454,聯發科技,3.06,470
2026-04-21,2360,致茂電子,2.9,460
2026-04-21,6442,光紅建聖,2.77,380
2026-04-21,3665,貿聯-KY,2.8,370
2026-04-21,7769,鴻勁精密,4.17,300
2026-04-21,6223,旺矽科技,4.0,260
2026-04-21,3653,健策精密,3.35,200
2026-04-21,5274,信驊科技,4.75,100
2026-04-21,3711,日月光投,0.01,9
2026-04-21,2382,廣達電腦,0.01,9
2026-04-21,2313,華通電腦,0.01,9
2026-04-21,2317,鴻海精密,0.01,9
2026-04-21,2327,國巨股份,0.01,9
2026-04-21,2603,長榮海運,0.01,9
2026-04-21,3231,緯創資通,0.0,9
2026-04-21,2881,富邦金融,0.0,9
2026-04-21,2882,國泰金融,0.0,9
2026-04-21,2890,永豐金融,0.0,9
2026-04-21,2891,中國信託,0.0,9
2026-04-21,2337,旺宏電子,0.0,9
2026-04-21,2344,華邦電子,0.0,9
2026-04-21,5347,世界先進,0.0,9
2026-04-21,6515,穎崴科技,0.03,1
2026-04-21,6510,中華精測,0.01,1
2026-04-21,2059,川湖科技,0.01,1
2026-04-21,3036,文曄科技,0.0,1
2026-04-21,3044,健鼎科技,0.0,1
2026-04-21,3045,台灣大哥,0.0,1
2026-04-21,2645,長榮航太,0.0,1
2026-04-21,1303,南亞塑膠,0.0,1
2026-04-21,1519,華城電機,0.0,1
2026-04-21,1590,亞德客-KY,0.0,1
2026-04-21,2412,中華電信,0.0,1
2026-04-21,2404,漢唐集成,0.0,1
2026-04-21,6505,台塑石化,0.0,1
2026-04-21,6274,台燿科技,0.0,1
2026-04-21,8210,勤誠興業,0.0,1
2026-04-22,2408,南亞科技,4.16,6200
2026-04-22,3037,欣興電子,7.02,3200
2026-04-22,2330,台灣積體,14.45,2300
2026-04-22,3189,景碩科技,3.31,2200
2026-04-22,8046,南亞電路,4.06,1650
2026-04-22,8299,群聯電子,7.07,1300
2026-04-22,2308,台達電子,6.3,1020
2026-04-22,2368,金像電子,3.83,1000
2026-04-22,2383,台光電子,9.59,770
2026-04-22,2345,智邦科技,4.72,700
2026-04-22,3017,奇鋐科技,4.54,550
2026-04-22,2454,聯發科技,3.52,500
2026-04-22,2360,致茂電子,2.86,460
2026-04-22,6442,光紅建聖,2.61,380
2026-04-22,3665,貿聯-KY,2.9,370
2026-04-22,7769,鴻勁精密,4.36,300
2026-04-22,6223,旺矽科技,3.84,260
2026-04-22,3653,健策精密,3.32,200
2026-04-22,2404,漢唐集成,0.52,170
2026-04-22,1590,亞德客-KY,0.55,135
2026-04-22,5274,信驊科技,4.93,100
2026-04-22,3711,日月光投,0.01,9
2026-04-22,2382,廣達電腦,0.01,9
2026-04-22,2313,華通電腦,0.01,9
2026-04-22,2317,鴻海精密,0.01,9
2026-04-22,2327,國巨股份,0.01,9
2026-04-22,2603,長榮海運,0.01,9
2026-04-22,2881,富邦金融,0.0,9
2026-04-22,2882,國泰金融,0.0,9
2026-04-22,2890,永豐金融,0.0,9
2026-04-22,2891,中國信託,0.0,9
2026-04-22,3231,緯創資通,0.0,9
2026-04-22,2337,旺宏電子,0.0,9
2026-04-22,2344,華邦電子,0.0,9
2026-04-22,5347,世界先進,0.0,9
2026-04-22,6515,穎崴科技,0.03,1
2026-04-22,6510,中華精測,0.01,1
2026-04-22,2059,川湖科技,0.01,1
2026-04-22,2645,長榮航太,0.0,1
2026-04-22,3044,健鼎科技,0.0,1
2026-04-22,3045,台灣大哥,0.0,1
2026-04-22,2412,中華電信,0.0,1
2026-04-22,3036,文曄科技,0.0,1
2026-04-22,1303,南亞塑膠,0.0,1
2026-04-22,1519,華城電機,0.0,1
2026-04-22,6505,台塑石化,0.0,1
2026-04-22,6274,台燿科技,0.0,1
2026-04-22,8210,勤誠興業,0.0,1
2026-04-23,2408,南亞科技,3.99,6200
2026-04-23,3037,欣興電子,7.21,3200
2026-04-23,2330,台灣積體,14.81,2300
2026-04-23,3189,景碩科技,2.97,2000
2026-04-23,8046,南亞電路,4.06,1650
2026-04-23,8299,群聯電子,6.86,1300
2026-04-23,2308,台達電子,6.25,1020
2026-04-23,2368,金像電子,3.92,1000
2026-04-23,2383,台光電子,9.77,770
2026-04-23,2345,智邦科技,4.51,700
2026-04-23,3017,奇鋐科技,4.56,550
2026-04-23,2327,國巨股份,0.48,530
2026-04-23,2454,聯發科技,3.43,500
2026-04-23,2360,致茂電子,2.76,460
2026-04-23,3665,貿聯-KY,3.15,370
2026-04-23,7769,鴻勁精密,4.47,300
2026-04-23,6223,旺矽科技,3.85,260
2026-04-23,3653,健策精密,3.29,200
2026-04-23,2404,漢唐集成,0.51,170
2026-04-23,1590,亞德客-KY,0.58,135
2026-04-23,5274,信驊科技,4.85,100
2026-04-23,6442,光紅建聖,0.5,80
2026-04-23,3081,聯亞光電,0.56,60
2026-04-23,2603,長榮海運,0.01,9
2026-04-23,3711,日月光投,0.01,9
2026-04-23,2382,廣達電腦,0.01,9
2026-04-23,2313,華通電腦,0.01,9
2026-04-23,2317,鴻海精密,0.01,9
2026-04-23,2337,旺宏電子,0.0,9
2026-04-23,2344,華邦電子,0.0,9
2026-04-23,5347,世界先進,0.0,9
2026-04-23,3231,緯創資通,0.0,9
2026-04-23,2881,富邦金融,0.0,9
2026-04-23,2882,國泰金融,0.0,9
2026-04-23,2890,永豐金融,0.0,9
2026-04-23,2891,中國信託,0.0,9
2026-04-23,6515,穎崴科技,0.03,1
2026-04-23,6510,中華精測,0.01,1
2026-04-23,2059,川湖科技,0.01,1
2026-04-23,1303,南亞塑膠,0.0,1
2026-04-23,1519,華城電機,0.0,1
2026-04-23,2412,中華電信,0.0,1
2026-04-23,3044,健鼎科技,0.0,1
2026-04-23,3045,台灣大哥,0.0,1
2026-04-23,3036,文曄科技,0.0,1
2026-04-23,8210,勤誠興業,0.0,1
2026-04-23,6505,台塑石化,0.0,1
2026-04-23,6274,台燿科技,0.0,1
2026-04-24,2408,南亞科技,3.79,6200
2026-04-24,3037,欣興電子,7.51,3200
2026-04-24,2330,台灣積體,14.93,2300
2026-04-24,3189,景碩科技,3.13,2000
2026-04-24,8046,南亞電路,4.28,1650
2026-04-24,8299,群聯電子,6.49,1300
2026-04-24,2327,國巨股份,0.97,1100
2026-04-24,2308,台達電子,6.29,1020
2026-04-24,2368,金像電子,4.13,1000
2026-04-24,2383,台光電子,10.17,765
2026-04-24,2345,智邦科技,4.45,700
2026-04-24,3017,奇鋐科技,4.81,550
2026-04-24,2454,聯發科技,3.62,500
2026-04-24,2360,致茂電子,2.62,460
2026-04-24,3665,貿聯-KY,3.04,370
2026-04-24,2404,漢唐集成,0.97,330
2026-04-24,7769,鴻勁精密,3.79,270
2026-04-24,6223,旺矽科技,3.59,260
2026-04-24,1590,亞德客-KY,0.95,235
2026-04-24,3653,健策精密,3.19,200
2026-04-24,3081,聯亞光電,0.92,110
2026-04-24,5274,信驊科技,4.86,100
2026-04-24,2313,華通電腦,0.01,9
2026-04-24,2317,鴻海精密,0.01,9
2026-04-24,2382,廣達電腦,0.01,9
2026-04-24,2603,長榮海運,0.01,9
2026-04-24,3711,日月光投,0.01,9
2026-04-24,5347,世界先進,0.0,9
2026-04-24,3231,緯創資通,0.0,9
2026-04-24,2881,富邦金融,0.0,9
2026-04-24,2882,國泰金融,0.0,9
2026-04-24,2890,永豐金融,0.0,9
2026-04-24,2891,中國信託,0.0,9
2026-04-24,2337,旺宏電子,0.0,9
2026-04-24,2344,華邦電子,0.0,9
2026-04-24,6515,穎崴科技,0.03,1
2026-04-24,6510,中華精測,0.01,1
2026-04-24,2059,川湖科技,0.01,1
2026-04-24,5871,中租-KY,0.0,1
2026-04-24,3044,健鼎科技,0.0,1
2026-04-24,3045,台灣大哥,0.0,1
2026-04-24,3036,文曄科技,0.0,1
2026-04-24,2412,中華電信,0.0,1
2026-04-24,1303,南亞塑膠,0.0,1
2026-04-24,1519,華城電機,0.0,1
2026-04-24,6274,台燿科技,0.0,1
2026-04-24,6505,台塑石化,0.0,1
2026-04-24,8210,勤誠興業,0.0,1
2026-04-27,2408,南亞科技,3.87,6200
