日期,代號,名稱,權重,張數
2026-04-13,2330,台積電,8.65,1468
2026-04-13,6147,頎邦,0.5,1446
2026-04-13,4938,和碩,0.29,1236
2026-04-13,2472,立隆電,0.58,1210
2026-04-13,3030,德律,1.04,1135
2026-04-13,2313,華通,0.85,1033
2026-04-13,2360,致茂,4.76,855
2026-04-13,3211,順達,0.83,780
2026-04-13,2345,智邦,3.87,719
2026-04-13,2308,台達電,3.55,690
2026-04-13,6488,環球晶,1.01,683
2026-04-13,3491,昇達科,2.85,539
2026-04-13,3017,奇鋐,3.5,538
2026-04-13,2467,志聖,0.87,534
2026-04-13,6805,富世達,2.62,501
2026-04-13,6669,緯穎,4.97,461
2026-04-13,2383,台光電,4.5,457
2026-04-13,2454,聯發科,2.12,443
2026-04-13,8996,高力,1.21,373
2026-04-13,2404,漢唐,1.02,368
2026-04-13,3376,新日興,0.21,355
2026-04-13,1319,東陽,0.08,355
2026-04-13,3711,日月光投控,0.43,349
2026-04-13,6223,旺矽,3.71,276
2026-04-13,5289,宜鼎,0.92,274
2026-04-13,7769,鴻勁,3.14,259
2026-04-13,6274,台燿,0.53,223
2026-04-13,6691,洋基工程,0.29,159
2026-04-13,2368,金像電,0.48,155
2026-04-13,8464,億豐,0.16,142
2026-04-13,3583,辛耘,0.25,120
2026-04-13,3533,嘉澤,0.74,111
2026-04-13,2059,川湖,1.05,106
2026-04-13,8046,南電,0.2,103
2026-04-13,3131,弘塑,0.92,89
2026-04-13,4441,振大環球,0.03,59
2026-04-13,3665,貿聯-KY,0.38,58
2026-04-13,3008,大立光,0.37,51
2026-04-13,2548,華固,0.01,29
2026-04-13,3529,力旺,0.22,23
2026-04-13,5274,信驊,0.22,6
2026-04-13,3706,神達,0.0,1
2026-04-13,6510,精測,0.01,1
2026-04-13,3443,創意,0.01,1
2026-04-13,2886,兆豐金,0.0,1
2026-04-13,8358,金居,0.0,1
2026-04-14,3264,欣銓,3.86,7078
2026-04-14,6257,矽格,3.36,6338
2026-04-14,1785,光洋科,1.87,4611
2026-04-14,3105,穩懋,5.26,3946
2026-04-14,2347,聯強,0.88,3693
2026-04-14,5536,聖暉*,7.7,3355
2026-04-14,4958,臻鼎-KY,1.95,2654
2026-04-14,6285,啟碁,1.63,2497
2026-04-14,2303,聯電,0.43,2445
2026-04-14,6139,亞翔,4.22,2278
2026-04-14,6147,頎邦,0.67,2046
2026-04-14,6177,達麗,0.24,1784
2026-04-14,3036,文曄,1.02,1545
2026-04-14,2330,台積電,8.79,1468
2026-04-14,4938,和碩,0.28,1236
2026-04-14,2472,立隆電,0.63,1210
2026-04-14,3030,德律,1.0,1135
2026-04-14,2313,華通,0.78,1033
2026-04-14,2360,致茂,4.58,855
2026-04-14,3211,順達,0.8,780
2026-04-14,2345,智邦,3.96,719
2026-04-14,2308,台達電,3.52,690
2026-04-14,6488,環球晶,1.0,683
2026-04-14,2467,志聖,1.08,674
2026-04-14,3491,昇達科,2.72,539
2026-04-14,3017,奇鋐,3.62,538
2026-04-14,6805,富世達,2.53,501
2026-04-14,6669,緯穎,5.04,461
2026-04-14,2383,台光電,4.8,457
2026-04-14,2454,聯發科,2.22,443
2026-04-14,8996,高力,1.21,373
2026-04-14,2404,漢唐,0.98,368
2026-04-14,3376,新日興,0.21,355
2026-04-14,1319,東陽,0.08,355
2026-04-14,3711,日月光投控,0.43,349
2026-04-14,6223,旺矽,3.67,276
2026-04-14,5289,宜鼎,0.94,274
2026-04-14,6274,台燿,0.56,223
2026-04-14,6691,洋基工程,0.29,159
2026-04-14,2368,金像電,0.52,155
2026-04-14,8464,億豐,0.16,142
2026-04-14,3583,辛耘,0.24,120
2026-04-14,3533,嘉澤,0.72,111
2026-04-14,2059,川湖,1.06,106
2026-04-14,8046,南電,0.19,103
2026-04-14,7769,鴻勁,1.09,89
2026-04-14,3131,弘塑,0.85,89
2026-04-14,4441,振大環球,0.03,59
2026-04-14,3665,貿聯-KY,0.39,58
2026-04-14,3008,大立光,0.4,51
2026-04-14,2548,華固,0.01,29
2026-04-14,3529,力旺,0.22,23
2026-04-14,5274,信驊,0.23,6
2026-04-14,3706,神達,0.0,1
2026-04-14,6510,精測,0.01,1
2026-04-14,3443,創意,0.01,1
2026-04-14,2886,兆豐金,0.0,1
2026-04-14,8358,金居,0.0,1
2026-04-15,3264,欣銓,3.79,7078
2026-04-15,6257,矽格,3.25,6338
2026-04-15,1785,光洋科,1.85,4611
2026-04-15,3105,穩懋,5.05,3946
2026-04-15,2347,聯強,0.87,3693
2026-04-15,5536,聖暉*,7.9,3355
2026-04-15,4958,臻鼎-KY,1.91,2654
2026-04-15,6285,啟碁,1.74,2497
2026-04-15,2303,聯電,0.44,2445
2026-04-15,6139,亞翔,4.11,2278
2026-04-15,6147,頎邦,0.62,2046
2026-04-15,6177,達麗,0.24,1784
2026-04-15,2330,台積電,8.75,1468
2026-04-15,4938,和碩,0.28,1236
2026-04-15,2472,立隆電,0.63,1210
2026-04-15,3030,德律,1.0,1135
2026-04-15,2313,華通,0.78,1033
2026-04-15,2360,致茂,4.95,855
2026-04-15,3211,順達,0.78,780
2026-04-15,2345,智邦,4.06,719
2026-04-15,2308,台達電,3.53,690
2026-04-15,6488,環球晶,1.01,683
2026-04-15,2467,志聖,0.99,674
2026-04-15,3491,昇達科,2.69,539
2026-04-15,3017,奇鋐,3.58,538
2026-04-15,6805,富世達,2.62,501
2026-04-15,6669,緯穎,4.91,461
2026-04-15,2383,台光電,4.99,457
2026-04-15,2454,聯發科,2.27,443
2026-04-15,8996,高力,1.18,373
2026-04-15,3583,辛耘,0.74,370
2026-04-15,2404,漢唐,0.96,368
2026-04-15,3376,新日興,0.2,355
2026-04-15,1319,東陽,0.08,355
2026-04-15,3711,日月光投控,0.45,349
2026-04-15,6223,旺矽,3.64,276
2026-04-15,5289,宜鼎,0.9,274
2026-04-15,6274,台燿,0.6,223
2026-04-15,6691,洋基工程,0.29,159
2026-04-15,2368,金像電,0.52,155
2026-04-15,8464,億豐,0.15,142
2026-04-15,3533,嘉澤,0.76,111
2026-04-15,2059,川湖,1.04,106
2026-04-15,8046,南電,0.19,103
2026-04-15,7769,鴻勁,1.09,89
2026-04-15,3131,弘塑,0.82,89
2026-04-15,4441,振大環球,0.03,59
2026-04-15,3665,貿聯-KY,0.39,58
2026-04-15,3008,大立光,0.41,51
2026-04-15,2548,華固,0.01,29
2026-04-15,3529,力旺,0.22,23
2026-04-15,5274,信驊,0.24,6
2026-04-15,3706,神達,0.0,1
2026-04-15,3443,創意,0.01,1
2026-04-15,6510,精測,0.01,1
2026-04-15,8358,金居,0.0,1
2026-04-15,2886,兆豐金,0.0,1
2026-04-16,3264,欣銓,3.49,7078
2026-04-16,6147,頎邦,2.1,6546
2026-04-16,6257,矽格,3.22,6338
2026-04-16,1785,光洋科,1.85,4611
2026-04-16,3105,穩懋,5.46,3946
2026-04-16,2347,聯強,0.86,3693
2026-04-16,5536,聖暉*,7.47,3355
2026-04-16,4958,臻鼎-KY,1.92,2654
2026-04-16,6285,啟碁,1.88,2497
2026-04-16,2303,聯電,0.47,2445
2026-04-16,6139,亞翔,4.3,2278
2026-04-16,6177,達麗,0.23,1784
2026-04-16,2330,台積電,8.63,1468
2026-04-16,4938,和碩,0.28,1236
2026-04-16,2472,立隆電,0.61,1210
2026-04-16,3030,德律,0.99,1135
2026-04-16,2313,華通,0.76,1033
2026-04-16,2360,致茂,4.94,855
2026-04-16,3211,順達,0.77,780
2026-04-16,2345,智邦,4.13,719
2026-04-16,2308,台達電,3.59,690
2026-04-16,6488,環球晶,1.04,683
2026-04-16,2467,志聖,0.98,674
2026-04-16,3491,昇達科,2.66,539
2026-04-16,3017,奇鋐,3.7,538
2026-04-16,6805,富世達,2.68,501
2026-04-16,6669,緯穎,4.81,461
2026-04-16,2383,台光電,4.94,457
2026-04-16,2454,聯發科,2.37,443
2026-04-16,8996,高力,1.17,373
2026-04-16,3583,辛耘,0.73,370
2026-04-16,2404,漢唐,0.97,368
2026-04-16,3376,新日興,0.2,355
2026-04-16,1319,東陽,0.08,355
2026-04-16,3711,日月光投控,0.44,349
2026-04-16,6223,旺矽,3.82,276
2026-04-16,5289,宜鼎,0.84,274
2026-04-16,6274,台燿,0.6,223
2026-04-16,6691,洋基工程,0.29,159
2026-04-16,2368,金像電,0.51,155
2026-04-16,8464,億豐,0.15,142
2026-04-16,3533,嘉澤,0.79,111
2026-04-16,2059,川湖,1.03,106
2026-04-16,8046,南電,0.21,103
2026-04-16,7769,鴻勁,1.08,89
2026-04-16,3131,弘塑,0.82,89
2026-04-16,4441,振大環球,0.03,59
2026-04-16,3665,貿聯-KY,0.39,58
2026-04-16,3008,大立光,0.41,51
2026-04-16,2548,華固,0.01,29
2026-04-16,3529,力旺,0.24,23
2026-04-16,5274,信驊,0.24,6
2026-04-16,3706,神達,0.0,1
2026-04-16,3443,創意,0.01,1
2026-04-16,6510,精測,0.01,1
2026-04-16,8358,金居,0.0,1
2026-04-16,2886,兆豐金,0.0,1
2026-04-17,3264,欣銓,3.36,7078
2026-04-17,6147,頎邦,2.08,6546
2026-04-17,6257,矽格,3.11,6338
2026-04-17,1785,光洋科,1.99,4611
2026-04-17,3105,穩懋,5.87,3946
2026-04-17,2347,聯強,0.86,3693
2026-04-17,5536,聖暉*,7.64,3355
2026-04-17,4958,臻鼎-KY,2.07,2654
2026-04-17,6285,啟碁,1.82,2497
2026-04-17,2303,聯電,0.49,2445
2026-04-17,6139,亞翔,4.55,2278
2026-04-17,6177,達麗,0.23,1784
2026-04-17,2330,台積電,8.23,1468
2026-04-17,4938,和碩,0.28,1236
2026-04-17,2472,立隆電,0.62,1210
2026-04-17,2467,志聖,1.79,1179
2026-04-17,3030,德律,1.06,1135
2026-04-17,2313,華通,0.75,1033
2026-04-17,2360,致茂,5.32,855
2026-04-17,3211,順達,0.77,780
2026-04-17,2345,智邦,4.11,719
2026-04-17,2308,台達電,3.51,690
2026-04-17,6488,環球晶,0.95,683
2026-04-17,3491,昇達科,2.49,539
2026-04-17,3017,奇鋐,3.57,538
2026-04-17,6805,富世達,2.59,501
2026-04-17,6669,緯穎,4.84,461
2026-04-17,2383,台光電,4.8,457
2026-04-17,2454,聯發科,2.36,443
2026-04-17,8996,高力,1.26,373
2026-04-17,3583,辛耘,0.78,370
2026-04-17,2404,漢唐,1.04,368
2026-04-17,3376,新日興,0.19,355
2026-04-17,1319,東陽,0.08,355
2026-04-17,3711,日月光投控,0.43,349
2026-04-17,6223,旺矽,3.96,276
2026-04-17,5289,宜鼎,0.76,274
2026-04-17,6274,台燿,0.58,223
2026-04-17,6691,洋基工程,0.29,159
2026-04-17,2368,金像電,0.5,155
2026-04-17,8464,億豐,0.14,142
2026-04-17,3533,嘉澤,0.76,111
2026-04-17,2059,川湖,1.07,106
2026-04-17,8046,南電,0.21,103
2026-04-17,3131,弘塑,0.8,89
2026-04-17,4441,振大環球,0.03,59
2026-04-17,3665,貿聯-KY,0.38,58
2026-04-17,2548,華固,0.01,29
2026-04-17,3529,力旺,0.26,23
2026-04-17,5274,信驊,0.23,6
2026-04-17,3706,神達,0.0,1
2026-04-17,3443,創意,0.01,1
2026-04-17,6510,精測,0.01,1
2026-04-17,8358,金居,0.0,1
2026-04-17,2886,兆豐金,0.0,1
2026-04-19,3264,欣銓,3.36,7078
2026-04-19,6147,頎邦,2.08,6546
2026-04-19,6257,矽格,3.11,6338
2026-04-19,1785,光洋科,1.99,4611
2026-04-19,3105,穩懋,5.87,3946
2026-04-19,2347,聯強,0.86,3693
2026-04-19,5536,聖暉*,7.64,3355
2026-04-19,4958,臻鼎-KY,2.07,2654
2026-04-19,6285,啟碁,1.82,2497
2026-04-19,2303,聯電,0.49,2445
2026-04-19,6139,亞翔,4.55,2278
2026-04-19,6177,達麗,0.23,1784
2026-04-19,2330,台積電,8.23,1468
2026-04-19,4938,和碩,0.28,1236
2026-04-19,2472,立隆電,0.62,1210
2026-04-19,2467,志聖,1.79,1179
2026-04-19,3030,德律,1.06,1135
2026-04-19,2313,華通,0.75,1033
2026-04-19,2360,致茂,5.32,855
2026-04-19,3211,順達,0.77,780
2026-04-19,2345,智邦,4.11,719
2026-04-19,2308,台達電,3.51,690
2026-04-19,6488,環球晶,0.95,683
2026-04-19,3491,昇達科,2.49,539
2026-04-19,3017,奇鋐,3.57,538
2026-04-19,6805,富世達,2.59,501
2026-04-19,6669,緯穎,4.84,461
2026-04-19,2383,台光電,4.8,457
2026-04-19,2454,聯發科,2.36,443
2026-04-19,8996,高力,1.26,373
2026-04-19,3583,辛耘,0.78,370
2026-04-19,2404,漢唐,1.04,368
2026-04-19,3376,新日興,0.19,355
2026-04-19,1319,東陽,0.08,355
2026-04-19,3711,日月光投控,0.43,349
2026-04-19,6223,旺矽,3.96,276
2026-04-19,5289,宜鼎,0.76,274
2026-04-19,6274,台燿,0.58,223
2026-04-19,6691,洋基工程,0.29,159
2026-04-19,2368,金像電,0.5,155
2026-04-19,8464,億豐,0.14,142
2026-04-19,3533,嘉澤,0.76,111
2026-04-19,2059,川湖,1.07,106
2026-04-19,8046,南電,0.21,103
2026-04-19,3131,弘塑,0.8,89
2026-04-19,4441,振大環球,0.03,59
2026-04-19,3665,貿聯-KY,0.38,58
2026-04-19,2548,華固,0.01,29
2026-04-19,3529,力旺,0.26,23
2026-04-19,5274,信驊,0.23,6
2026-04-19,3706,神達,0.0,1
2026-04-19,3443,創意,0.01,1
2026-04-19,6510,精測,0.01,1
2026-04-19,8358,金居,0.0,1
2026-04-19,2886,兆豐金,0.0,1
2026-04-20,3264,欣銓,4.1,8078
2026-04-20,6147,頎邦,2.24,6546
2026-04-20,6257,矽格,3.08,6338
2026-04-20,1785,光洋科,1.92,4611
2026-04-20,3105,穩懋,6.32,3946
2026-04-20,2347,聯強,0.84,3693
2026-04-20,5536,聖暉*,7.84,3355
2026-04-20,4958,臻鼎-KY,2.23,2654
2026-04-20,6285,啟碁,1.7,2497
2026-04-20,2303,聯電,0.51,2445
2026-04-20,6139,亞翔,4.63,2278
2026-04-20,6177,達麗,0.22,1784
2026-04-20,2330,台積電,8.05,1468
2026-04-20,4938,和碩,0.28,1236
2026-04-20,2472,立隆電,0.6,1210
2026-04-20,2467,志聖,1.82,1179
2026-04-20,3030,德律,1.05,1135
2026-04-20,2313,華通,0.7,1033
2026-04-20,2360,致茂,4.74,855
2026-04-20,3211,順達,0.78,780
2026-04-20,2345,智邦,3.9,719
2026-04-20,2308,台達電,3.55,690
2026-04-20,6488,環球晶,1.02,683
2026-04-20,3491,昇達科,2.47,539
2026-04-20,3017,奇鋐,3.63,538
2026-04-20,6805,富世達,2.57,501
2026-04-20,6669,緯穎,4.97,461
2026-04-20,2383,台光電,4.76,457
2026-04-20,2454,聯發科,2.28,443
2026-04-20,8996,高力,1.21,373
2026-04-20,3583,辛耘,0.81,370
2026-04-20,2404,漢唐,1.02,368
2026-04-20,3376,新日興,0.2,355
2026-04-20,1319,東陽,0.07,355
2026-04-20,3711,日月光投控,0.44,349
2026-04-20,6223,旺矽,3.84,276
2026-04-20,5289,宜鼎,0.76,274
2026-04-20,6274,台燿,0.57,223
2026-04-20,6691,洋基工程,0.29,159
2026-04-20,2368,金像電,0.51,155
2026-04-20,8464,億豐,0.14,142
2026-04-20,3533,嘉澤,0.79,111
2026-04-20,2059,川湖,1.07,106
2026-04-20,8046,南電,0.22,103
2026-04-20,3131,弘塑,0.77,89
2026-04-20,4441,振大環球,0.03,59
2026-04-20,3665,貿聯-KY,0.39,58
2026-04-20,2548,華固,0.01,29
2026-04-20,3529,力旺,0.27,23
2026-04-20,5274,信驊,0.23,6
2026-04-20,3706,神達,0.0,1
2026-04-20,3443,創意,0.01,1
2026-04-20,6510,精測,0.01,1
2026-04-20,8358,金居,0.0,1
2026-04-20,2886,兆豐金,0.0,1
2026-04-21,3264,欣銓,4.37,8078
2026-04-21,6147,頎邦,2.33,6546
2026-04-21,6257,矽格,3.11,6338
2026-04-21,1785,光洋科,1.88,4611
2026-04-21,3105,穩懋,6.39,3946
2026-04-21,2347,聯強,0.82,3693
2026-04-21,5536,聖暉*,7.84,3355
2026-04-21,2303,聯電,0.61,3045
2026-04-21,6285,啟碁,1.97,3000
2026-04-21,4958,臻鼎-KY,2.2,2654
2026-04-21,6139,亞翔,4.34,2278
2026-04-21,6177,達麗,0.21,1784
2026-04-21,2330,台積電,7.9,1468
2026-04-21,4938,和碩,0.27,1236
2026-04-21,2472,立隆電,0.6,1210
2026-04-21,2467,志聖,1.73,1179
2026-04-21,3030,德律,1.02,1135
2026-04-21,2313,華通,0.69,1033
2026-04-21,2360,致茂,4.55,855
2026-04-21,3211,順達,0.78,780
2026-04-21,2345,智邦,4.14,719
2026-04-21,2308,台達電,3.65,690
2026-04-21,6488,環球晶,1.07,683
2026-04-21,3491,昇達科,2.51,539
2026-04-21,3017,奇鋐,3.62,538
2026-04-21,6805,富世達,2.52,501
2026-04-21,6669,緯穎,5.11,461
2026-04-21,2383,台光電,4.74,457
2026-04-21,2454,聯發科,2.43,443
2026-04-21,8996,高力,1.19,373
2026-04-21,3583,辛耘,0.75,370
2026-04-21,2404,漢唐,0.97,368
2026-04-21,3376,新日興,0.21,355
2026-04-21,1319,東陽,0.07,355
2026-04-21,3711,日月光投控,0.43,349
2026-04-21,6223,旺矽,3.58,276
2026-04-21,5289,宜鼎,0.81,274
2026-04-21,6274,台燿,0.56,223
2026-04-21,6691,洋基工程,0.28,159
2026-04-21,2368,金像電,0.5,155
2026-04-21,8464,億豐,0.14,142
2026-04-21,3533,嘉澤,0.77,111
2026-04-21,2059,川湖,1.07,106
2026-04-21,8046,南電,0.21,103
2026-04-21,3131,弘塑,0.77,89
2026-04-21,4441,振大環球,0.03,59
2026-04-21,3665,貿聯-KY,0.37,58
2026-04-21,2548,華固,0.01,29
2026-04-21,3529,力旺,0.27,23
2026-04-21,5274,信驊,0.24,6
2026-04-21,3706,神達,0.0,1
2026-04-21,3443,創意,0.01,1
2026-04-21,6510,精測,0.01,1
2026-04-21,8358,金居,0.0,1
2026-04-21,2886,兆豐金,0.0,1
